,doc,subtopic,topic
17968,Eva Rausing,Assassination of Olof Palme,Civilian Attack
17969,Sune Sandström,Assassination of Olof Palme,Civilian Attack
17970,National Task Force,Assassination of Olof Palme,Civilian Attack
17971,Fatherland and Liberty,Assassination of Olof Palme,Civilian Attack
17972,Lisbeth Palme,Assassination of Olof Palme,Civilian Attack
17973,Palme (film),Assassination of Olof Palme,Civilian Attack
17975,Swedish Police Authority,Assassination of Olof Palme,Civilian Attack
17976,Pelle Svensson,Assassination of Olof Palme,Civilian Attack
17977,Historical murders and executions in Stockholm,Assassination of Olof Palme,Civilian Attack
17978,Sabbatsberg Hospital,Assassination of Olof Palme,Civilian Attack
17979,Murder of Catrine da Costa,Assassination of Olof Palme,Civilian Attack
17980,Palme family,Assassination of Olof Palme,Civilian Attack
17981,Olof Palme,Assassination of Olof Palme,Civilian Attack
17982,Tunnelgatan,Assassination of Olof Palme,Civilian Attack
17983,Sten Wickbom,Assassination of Olof Palme,Civilian Attack
17984,Mårten Palme,Assassination of Olof Palme,Civilian Attack
17985,Joakim Palme,Assassination of Olof Palme,Civilian Attack
17986,Holger Romander,Assassination of Olof Palme,Civilian Attack
17987,The Last Contract,Assassination of Olof Palme,Civilian Attack
17989,Bobi Sourander,Assassination of Olof Palme,Civilian Attack
17990,Ebbe Carlsson affair,Assassination of Olof Palme,Civilian Attack
17991,Between Summer's Longing and Winter's End,Assassination of Olof Palme,Civilian Attack
17992,History of Sweden,Assassination of Olof Palme,Civilian Attack
17993,Ted Gärdestad,Assassination of Olof Palme,Civilian Attack
17994,Per Rudberg,Assassination of Olof Palme,Civilian Attack
17995,Lennart Ljung (general),Assassination of Olof Palme,Civilian Attack
17996,When Harvey Met Bob,8th Irish Film & Television Awards,Awards
17997,An Crisis,8th Irish Film & Television Awards,Awards
17998,William D. Leahy,Ponce massacre,Civilian Attack
17999,Parque Pedro Albizu Campos,Ponce massacre,Civilian Attack
18000,Lolita Lebrón,Ponce massacre,Civilian Attack
18001,Independence movement in Puerto Rico,Ponce massacre,Civilian Attack
18002,Riot control,Ponce massacre,Civilian Attack
18003,Iraq–Kuwait relations,2012 Arab League summit,Meetings
18004,23 February 2012 Iraq attacks,2012 Arab League summit,Meetings
18005,20 March 2012 Iraq attacks,2012 Arab League summit,Meetings
18006,Varto,1966 Varto earthquake,Earthquake
18007,Air Transport Wing 61,1966 Varto earthquake,Earthquake
18008,Ramstein air show disaster,Sknyliv air show disaster,News Event
18009,Petro Shulyak,Sknyliv air show disaster,News Event
18010,A Way Out (video game),The Game Awards 2014,Awards
18011,It's Time (song),The Game Awards 2014,Awards
18012,The Banner Saga 2,The Game Awards 2014,Awards
18013,Nadeshot,The Game Awards 2014,Awards
18014,Hearthstone,The Game Awards 2014,Awards
18015,"Rapid City, Black Hills and Western Railroad",1972 Black Hills flood,Flood
18016,Helen Duhamel,1972 Black Hills flood,Flood
18017,Rapid City Journal,1972 Black Hills flood,Flood
18018,"Keystone, South Dakota",1972 Black Hills flood,Flood
18019,Alex Mallari,2017 PBA Commissioner's Cup,News Event
18020,"Greg Smith (basketball, born 1991)",2017 PBA Commissioner's Cup,News Event
18021,PBA on ESPN5,2017 PBA Commissioner's Cup,News Event
18022,Charles Rhodes,2017 PBA Commissioner's Cup,News Event
18023,Octavius Ellis,2017 PBA Commissioner's Cup,News Event
18024,Anthony Semerad,2017 PBA Commissioner's Cup,News Event
18025,Cory Jefferson,2017 PBA Commissioner's Cup,News Event
18026,Twenty One Pilots,2018 MTV Video Music Awards,Awards
18027,Luis Fonsi,2018 MTV Video Music Awards,Awards
18028,Heidi Montag,2018 MTV Video Music Awards,Awards
18029,Lemon (N.E.R.D and Rihanna song),2018 MTV Video Music Awards,Awards
18030,IDGAF (Dua Lipa song),2018 MTV Video Music Awards,Awards
18031,Make Me Feel (Janelle Monáe song),2018 MTV Video Music Awards,Awards
18032,Nicki Minaj,2018 MTV Video Music Awards,Awards
18033,Tee Grizzley,2018 MTV Video Music Awards,Awards
18034,Walk on Water (Eminem song),2018 MTV Video Music Awards,Awards
18035,The Hills: New Beginnings,2018 MTV Video Music Awards,Awards
18036,One Kiss (song),2018 MTV Video Music Awards,Awards
18037,Trench (album),2018 MTV Video Music Awards,Awards
18038,Squanto,Indian massacre of 1622,Civilian Attack
18039,Ivor Noël Hume,Indian massacre of 1622,Civilian Attack
18040,Francis Wyatt,Indian massacre of 1622,Civilian Attack
18041,Richard Frethorne,Indian massacre of 1622,Civilian Attack
18042,Tomocomo,Indian massacre of 1622,Civilian Attack
18043,Don Luis,Indian massacre of 1622,Civilian Attack
18044,House of Burgesses,Indian massacre of 1622,Civilian Attack
18045,Opchanacanough,Indian massacre of 1622,Civilian Attack
18046,Cecily Jordan v. Greville Pooley dispute,Indian massacre of 1622,Civilian Attack
18047,William Farrar (settler),Indian massacre of 1622,Civilian Attack
18048,Black Indians in the United States,Indian massacre of 1622,Civilian Attack
18049,"St. John's Episcopal Church (Hampton, Virginia)",Indian massacre of 1622,Civilian Attack
18050,Ensign Washer,Indian massacre of 1622,Civilian Attack
18051,Heacham,Indian massacre of 1622,Civilian Attack
18052,Appomattoc,Indian massacre of 1622,Civilian Attack
18053,Samuel Jordan,Indian massacre of 1622,Civilian Attack
18055,United States Army Rangers,Indian massacre of 1622,Civilian Attack
18056,"Jordan Point, Virginia",Indian massacre of 1622,Civilian Attack
18057,Falling Creek Ironworks,Indian massacre of 1622,Civilian Attack
18058,Richard Pace (Jamestown),Indian massacre of 1622,Civilian Attack
18059,Edward Bennett (colonist),Indian massacre of 1622,Civilian Attack
18060,9012Live: The Solos,List of Yes concert tours (1980s–90s),Concert
18061,Elizabeth Mathis,Miss Teen USA 1998,Beauty Pageant
18062,Melanie Irons,2013 Tasmanian bushfires,Wildfire
18063,"Dunalley, Tasmania",2013 Tasmanian bushfires,Wildfire
18064,Damian Bugg,2013 Tasmanian bushfires,Wildfire
18065,Blackchords,2013 Tasmanian bushfires,Wildfire
18066,Forestier Peninsula,2013 Tasmanian bushfires,Wildfire
18067,Hobart City Hall,2013 Tasmanian bushfires,Wildfire
18068,"Copping, Tasmania",2013 Tasmanian bushfires,Wildfire
18069,2016 Tasmanian bushfires,2013 Tasmanian bushfires,Wildfire
18070,Witch Hats,2013 Tasmanian bushfires,Wildfire
18071,Bio Recovery Corporation,Wendy's massacre,Civilian Attack
18072,Steven W. Fisher,Wendy's massacre,Civilian Attack
18073,People v. LaValle,Wendy's massacre,Civilian Attack
18074,Ivo Josipović,Ahmići massacre,Civilian Attack
18076,Operation Grapple (Yugoslavia),Ahmići massacre,Civilian Attack
18077,Dario Kordić,Ahmići massacre,Civilian Attack
18079,Partition of Bosnia and Herzegovina,Ahmići massacre,Civilian Attack
18080,Croat–Bosniak War,Ahmići massacre,Civilian Attack
18081,Križančevo Selo killings,Ahmići massacre,Civilian Attack
18083,Ahmići,Ahmići massacre,Civilian Attack
18084,Tihomir Blaškić,Ahmići massacre,Civilian Attack
18085,2014 SEC Women's Basketball Tournament,2013 SEC Women's Basketball Tournament,Concert
18086,Paul Williams (journalist),26th World Science Fiction Convention,Meetings
18087,Society for Creative Anachronism,26th World Science Fiction Convention,Meetings
18088,BayCon,26th World Science Fiction Convention,Meetings
18089,1991–92 Georgetown Hoyas men's basketball team,1992 Big East Men's Basketball Tournament,Concert
18091,Paul McCartney,Wings UK Tour 1979,Concert
18092,No Words,Wings UK Tour 1979,Concert
18093,The Fool on the Hill,Wings UK Tour 1979,Concert
18094,Cook of the House,Wings UK Tour 1979,Concert
18095,McCartney II,Wings UK Tour 1979,Concert
18096,Coming Up (song),Wings UK Tour 1979,Concert
18097,Paul McCartney and Wings,Wings UK Tour 1979,Concert
18098,Wings discography,Wings UK Tour 1979,Concert
18099,Back to the Egg (TV program),Wings UK Tour 1979,Concert
18100,Back to the Egg,Wings UK Tour 1979,Concert
18101,The Paul McCartney World Tour,Wings UK Tour 1979,Concert
18102,King Lear (1987 film),1987 Cannes Film Festival,Festival
18103,Claude d'Anna,1987 Cannes Film Festival,Festival
18104,Sofia (1987 film),1987 Cannes Film Festival,Festival
18105,Slam Dance (film),1987 Cannes Film Festival,Festival
18106,Lars von Trier,1987 Cannes Film Festival,Festival
18107,A Successful Man,1987 Cannes Film Festival,Festival
18108,Wings of Desire,1987 Cannes Film Festival,Festival
18109,L'Inhumaine,1987 Cannes Film Festival,Festival
18110,Night Zoo,1987 Cannes Film Festival,Festival
18111,Chenogne,Chenogne massacre,Civilian Attack
18112,Malmedy massacre,Chenogne massacre,Civilian Attack
18113,11th Armored Division (United States),Chenogne massacre,Civilian Attack
18114,Inger Jacobsen,Eurovision Song Contest 1962,Contest
18115,Addicted to You (Laura Voutilainen song),Eurovision Song Contest 1962,Contest
18116,"September, gouden roos",Eurovision Song Contest 1962,Contest
18117,Cornelia Froboess,Eurovision Song Contest 1962,Contest
18118,Gitte Hænning,Eurovision Song Contest 1962,Contest
18119,Peter Haigh,Eurovision Song Contest 1962,Contest
18120,Zwei kleine Italiener,Eurovision Song Contest 1962,Contest
18121,Ton nom,Eurovision Song Contest 1962,Contest
18122,Sommer i Palma,Eurovision Song Contest 1962,Contest
18123,Eurovision Song Contest 1966,Eurovision Song Contest 1962,Contest
18124,Eurovision Song Contest 1968,Eurovision Song Contest 1962,Contest
18125,Angelique (song),Eurovision Song Contest 1962,Contest
18126,Víctor Balaguer (singer),Eurovision Song Contest 1962,Contest
18127,Ring-A-Ding Girl,Eurovision Song Contest 1962,Contest
18128,Georgia Southern Eagles,2009 Southern Conference Baseball Tournament,Concert
18129,Idi Amin,Commonwealth Heads of Government Meeting 1971,Meetings
18130,Zimbabwe and the Commonwealth of Nations,Commonwealth Heads of Government Meeting 1971,Meetings
18131,1971 Ugandan coup d'état,Commonwealth Heads of Government Meeting 1971,Meetings
18132,Commonwealth Heads of Government Meeting,Commonwealth Heads of Government Meeting 1971,Meetings
18136,History of Uganda (1971–79),Commonwealth Heads of Government Meeting 1971,Meetings
18137,Milton Obote,Commonwealth Heads of Government Meeting 1971,Meetings
18138,Nikoleta Jovanović,Miss Earth 2015,Beauty Pageant
18139,Chavika Watrsang,Miss Earth 2015,Beauty Pageant
18141,Siran Samuel,Miss Earth 2015,Beauty Pageant
18142,Dayanna Grageda,Miss Earth 2015,Beauty Pageant
18144,Nana Ama Odame-Okyere,Miss Earth 2015,Beauty Pageant
18145,Sophie Totzauer,Miss Earth 2015,Beauty Pageant
18146,Black Liberation Army,Delta Air Lines Flight 841,Airliner Accident
18147,George Wright (fugitive),Delta Air Lines Flight 841,Airliner Accident
18149,Black Power movement,Delta Air Lines Flight 841,Airliner Accident
18150,Plataforma Nunca Máis,Prestige oil spill,Oilspill
18151,Eva Amaral,Prestige oil spill,Oilspill
18152,Alexey Kuzmichev,Prestige oil spill,Oilspill
18153,José Luis Rodríguez Zapatero,Prestige oil spill,Oilspill
18154,Galiza Nova,Prestige oil spill,Oilspill
18155,Galicia (Spain),Prestige oil spill,Oilspill
18156,Mariano Rajoy,Prestige oil spill,Oilspill
18157,Ship,Prestige oil spill,Oilspill
18158,Atlantic Islands of Galicia National Park,Prestige oil spill,Oilspill
18159,Autonomous University of Madrid,Prestige oil spill,Oilspill
18160,Boops boops,Prestige oil spill,Oilspill
18161,Joan Saura,Prestige oil spill,Oilspill
18162,Hogging and sagging,Prestige oil spill,Oilspill
18163,MSC Flaminia,Prestige oil spill,Oilspill
18164,HMAS Encounter (1902),"Solar eclipse of April 28, 1911",Solar Eclipse
18165,How to Get Away with Murder,46th NAACP Image Awards,Awards
18166,Jazmine Sullivan,46th NAACP Image Awards,Awards
18167,Gwen Ifill,46th NAACP Image Awards,Awards
18168,Second Intifada,Nahariya train station suicide bombing,Terrorist Attack
18169,Nahariya railway station,Nahariya train station suicide bombing,Terrorist Attack
18170,Los Angeles High School,1971 San Fernando earthquake,Earthquake
18171,Earthquake (1974 film),1971 San Fernando earthquake,Earthquake
18172,Phineas Banning High School,1971 San Fernando earthquake,Earthquake
18173,Lopez Adobe,1971 San Fernando earthquake,Earthquake
18174,Charlie Tuna,1971 San Fernando earthquake,Earthquake
18175,It Don't Come Easy,1971 San Fernando earthquake,Earthquake
18176,Jeremy Spencer,1971 San Fernando earthquake,Earthquake
18177,The Captain and Me,1971 San Fernando earthquake,Earthquake
18178,"Holy Family Catholic Church (Glendale, California)",1971 San Fernando earthquake,Earthquake
18179,Newhall Pass interchange,1971 San Fernando earthquake,Earthquake
18180,California Institute of Technology,1971 San Fernando earthquake,Earthquake
18181,Van Nuys City Hall,1971 San Fernando earthquake,Earthquake
18182,"Sylmar, Los Angeles",1971 San Fernando earthquake,Earthquake
18183,California Institute of the Arts,1971 San Fernando earthquake,Earthquake
18184,1987 Whittier Narrows earthquake,1971 San Fernando earthquake,Earthquake
18185,Huntington Beach High School,1971 San Fernando earthquake,Earthquake
18186,Wadsworth Chapel,1971 San Fernando earthquake,Earthquake
18187,Avila Adobe,1971 San Fernando earthquake,Earthquake
18188,Crescenta Valley High School,1971 San Fernando earthquake,Earthquake
18189,Kim Boyce,Miss America 1984,Beauty Pageant
18190,William A. Feilds,Miss America 1984,Beauty Pageant
18191,Bob Guccione,Miss America 1984,Beauty Pageant
18192,Post–civil rights era in African-American history,Miss America 1984,Beauty Pageant
18193,April Love Jordan,Miss World Philippines 2012,Beauty Pageant
18194,Queneerich Rehman,Miss World Philippines 2012,Beauty Pageant
18195,The Sicilian,Portella della Ginestra massacre,Civilian Attack
18196,Sicilian Mafia,Portella della Ginestra massacre,Civilian Attack
18197,Nicola Barbato,Portella della Ginestra massacre,Civilian Attack
18198,Beatrice Monroy,Portella della Ginestra massacre,Civilian Attack
18199,Piana degli Albanesi,Portella della Ginestra massacre,Civilian Attack
18200,May 1947 crises,Portella della Ginestra massacre,Civilian Attack
18201,Bruno Caruso,Portella della Ginestra massacre,Civilian Attack
18202,Girolamo Li Causi,Portella della Ginestra massacre,Civilian Attack
18203,North Korea–South Korea relations,May 2018 inter-Korean summit,Meetings
18204,Moon Jae-in,May 2018 inter-Korean summit,Meetings
18205,Battle of Glodjane,Lake Radonjić massacre,Civilian Attack
18206,Issei Sagawa,Kobe child murders,Civilian Attack
18207,Oddworld: Abe's Oddysee,Kobe child murders,Civilian Attack
18208,Capital punishment in Japan,Kobe child murders,Civilian Attack
18209,Sunglass (film),19th Kolkata International Film Festival,Festival
18211,Rituparno Ghosh,19th Kolkata International Film Festival,Festival
18212,Femina Miss India,Miss World 1959,Beauty Pageant
18213,Bodine Koehler,Miss World 1959,Beauty Pageant
18214,Crowded House,ARIA Music Awards of 1987,Awards
18215,John Williamson (singer),ARIA Music Awards of 1987,Awards
18216,Boom Crash Opera,ARIA Music Awards of 1987,Awards
18217,Big Pig,ARIA Music Awards of 1987,Awards
18218,You're the Voice,ARIA Music Awards of 1987,Awards
18219,Bear Witness,ARIA Music Awards of 1987,Awards
18220,Boom Crash Opera (album),ARIA Music Awards of 1987,Awards
18221,Kev's Back (The Return of the Yobbo),ARIA Music Awards of 1987,Awards
18222,Divya Spandana,56th Filmfare Awards South,Awards
18223,Santosh Subramaniam,56th Filmfare Awards South,Awards
18224,Yaaradi Nee Mohini,56th Filmfare Awards South,Awards
18225,Prasanna (actor),56th Filmfare Awards South,Awards
18226,Krish (director),56th Filmfare Awards South,Awards
18227,Miss Venezuela 2018,Miss Venezuela 2017,Beauty Pageant
18228,Veruska Ljubisavljević,Miss Venezuela 2017,Beauty Pageant
